gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
0,30,23,3,0,0,1,1,0,0.4,0.3,0.0,0.2,0.0,0.1,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.05555555555555555,0.1111111111111111,8,9,7,9,7,4.0,9.0,8.0,6.0,7.0,2.0,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,-0.32,3,5.0,0
0,30,24,3,0,0,1,1,0,0.2,0.16,0.16,0.17,0.16,0.15,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.05555555555555555,0.1111111111111111,8,9,7,9,7,5.0,4.0,3.0,2.0,1.0,6.0,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,-0.48,3,4.0,0
0,30,22,3,0,0,1,1,0,0.2,0.05,0.25,0.25,0.05,0.2,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.05555555555555555,0.1111111111111111,8,9,7,9,7,5.0,4.0,6.0,5.0,4.0,3.0,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,0.56,3,4.0,0
0,30,23,3,2,0,1,1,0,0.23,0.14,0.19,0.16,0.1,0.18,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.05555555555555555,0.1111111111111111,8,9,7,9,7,2.0,4.0,8.0,6.0,8.0,5.0,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,0.18,3,5.0,0
1,29,30,1,1,1,4,3,1,0.15,0.2,0.1,0.3,0.05,0.2,0.2,0.15,0.2,0.15,0.15,0.15,8,8,7,8,7,10.0,10.0,10.0,10.0,10.0,9.0,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,-0.3,6,10.0,1
1,29,25,1,3,0,4,3,1,0.1,0.25,0.25,0.2,0.1,0.1,0.2,0.15,0.2,0.15,0.15,0.15,8,8,7,8,7,10.0,10.0,9.0,10.0,10.0,7.0,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,-0.05,6,9.0,1
1,29,27,1,3,0,4,3,1,0.16,0.19,0.16,0.17,0.15,0.17,0.2,0.15,0.2,0.15,0.15,0.15,8,8,7,8,7,10.0,10.0,10.0,10.0,9.0,8.0,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,-0.2,6,9.0,1
1,29,29,1,0,0,4,3,1,0.1,0.2,0.25,0.25,0.1,0.1,0.2,0.15,0.2,0.15,0.15,0.15,8,8,7,8,7,10.0,10.0,10.0,10.0,10.0,10.0,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,0.17,6,10.0,1
1,29,27,1,3,0,4,3,1,0.1,0.15,0.3,0.1,0.15,0.2,0.2,0.15,0.2,0.15,0.15,0.15,8,8,7,8,7,9.0,10.0,10.0,10.0,10.0,10.0,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,0.22,6,9.0,1
1,29,24,1,2,0,4,3,1,0.2,0.2,0.2,0.2,0.2,0.0,0.2,0.15,0.2,0.15,0.15,0.15,8,8,7,8,7,9.0,10.0,10.0,10.0,10.0,9.0,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,-0.09,6,9.0,1
1,29,30,1,0,0,4,3,1,0.15,0.15,0.25,0.1,0.15,0.2,0.2,0.15,0.2,0.15,0.15,0.15,8,8,7,8,7,10.0,10.0,10.0,9.0,10.0,8.0,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,0.09,6,9.0,1
1,29,27,1,2,0,4,3,1,0.15,0.15,0.2,0.2,0.15,0.15,0.2,0.15,0.2,0.15,0.15,0.15,8,8,7,8,7,9.0,10.0,10.0,10.0,10.0,9.0,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,-0.08,6,9.0,1
1,29,26,1,2,0,4,3,1,0.16,0.18,0.18,0.2,0.12,0.16,0.2,0.15,0.2,0.15,0.15,0.15,8,8,7,8,7,10.0,10.0,10.0,10.0,10.0,10.0,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,0.05,6,10.0,1
1,29,26,1,2,0,4,3,1,0.2,0.2,0.1,0.2,0.1,0.2,0.2,0.15,0.2,0.15,0.15,0.15,8,8,7,8,7,10.0,10.0,9.0,10.0,10.0,10.0,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,0.14,6,9.0,1
1,29,25,1,4,0,4,3,1,0.15,0.25,0.15,0.15,0.15,0.15,0.2,0.15,0.2,0.15,0.15,0.15,8,8,7,8,7,10.0,10.0,10.0,10.0,10.0,9.0,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,-0.12,6,10.0,1
1,29,34,1,0,0,4,3,1,0.15,0.2,0.2,0.15,0.15,0.15,0.2,0.15,0.2,0.15,0.15,0.15,8,8,7,8,7,9.0,10.0,10.0,8.0,10.0,7.0,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,-0.12,6,8.0,0
1,29,25,1,2,0,4,3,1,0.2,0.2,0.2,0.15,0.15,0.1,0.2,0.15,0.2,0.15,0.15,0.15,8,8,7,8,7,10.0,10.0,10.0,10.0,10.0,9.0,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,-0.15,6,10.0,1
1,29,25,1,0,0,4,3,1,0.2,0.1,0.2,0.2,0.1,0.2,0.2,0.15,0.2,0.15,0.15,0.15,8,8,7,8,7,9.0,9.0,10.0,9.0,10.0,7.0,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,0.51,6,8.0,1
1,29,24,1,2,0,4,3,1,0.1,0.2,0.2,0.15,0.2,0.15,0.2,0.15,0.2,0.15,0.15,0.15,8,8,7,8,7,9.0,10.0,10.0,9.0,10.0,8.0,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,0.36,6,9.0,1
0,34,25,2,4,0,10,1,2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,8,10,7,8,8,6.0,8.0,10.0,8.0,10.0,9.0,1,1,10,7,8,9,9,1,1,10,6,8,6,2,9,2,10,0.6,4,8.0,1
0,34,33,2,4,0,10,1,2,0.22,0.22,0.15,0.15,0.05,0.21,0.1,0.2,0.2,0.2,0.2,0.1,8,10,7,8,8,3.0,7.0,8.0,4.0,3.0,2.0,1,1,10,7,8,9,9,1,1,10,6,8,6,2,9,2,10,-0.09,4,2.0,0
0,34,28,2,2,1,10,1,2,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.1,8,10,7,8,8,7.0,8.0,6.0,6.0,7.0,5.0,1,1,10,7,8,9,9,1,1,10,6,8,6,2,9,2,10,0.73,4,6.0,1
0,34,27,2,4,0,10,1,2,0.25,0.15,0.2,0.2,0.15,0.05,0.1,0.2,0.2,0.2,0.2,0.1,8,10,7,8,8,7.0,8.0,7.0,6.0,6.0,8.0,1,1,10,7,8,9,9,1,1,10,6,8,6,2,9,2,10,0.15,4,7.0,1
0,34,27,2,2,1,10,1,2,0.2,0.2,0.2,0.25,0.05,0.1,0.1,0.2,0.2,0.2,0.2,0.1,8,10,7,8,8,4.0,2.0,4.0,2.0,1.0,0.0,1,1,10,7,8,9,9,1,1,10,6,8,6,2,9,2,10,0.38,4,2.0,0
0,34,25,2,2,1,10,1,2,0.35,0.2,0.1,0.2,0.1,0.05,0.1,0.2,0.2,0.2,0.2,0.1,8,10,7,8,8,2.0,6.0,5.0,2.0,3.0,2.0,1,1,10,7,8,9,9,1,1,10,6,8,6,2,9,2,10,0.24,4,3.0,0
0,34,25,2,0,0,10,1,2,0.2,0.3,0.1,0.15,0.0,0.25,0.1,0.2,0.2,0.2,0.2,0.1,8,10,7,8,8,6.0,9.0,8.0,6.0,8.0,2.0,1,1,10,7,8,9,9,1,1,10,6,8,6,2,9,2,10,0.27,4,5.0,0
1,30,28,2,0,0,4,7,3,0.0976097609760976,0.19511951195119512,0.19511951195119512,0.1463146314631463,0.19511951195119512,0.1707170717071707,0.16670000000000001,0.125,0.20829999999999999,0.1875,0.125,0.1875,8,6,7,9,2,7.0,8.0,8.0,6.0,7.0,5.0,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.51,6,5.0,0
1,30,27,2,2,1,4,7,3,0.15380000000000002,0.17309999999999998,0.17309999999999998,0.17309999999999998,0.17309999999999998,0.15380000000000002,0.16670000000000001,0.125,0.20829999999999999,0.1875,0.125,0.1875,8,6,7,9,2,10.0,8.0,8.0,8.0,10.0,3.0,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.46,6,5.0,0
1,30,27,2,2,1,4,7,3,0.1509,0.1887,0.1887,0.1698,0.1698,0.1321,0.16670000000000001,0.125,0.20829999999999999,0.1875,0.125,0.1875,8,6,7,9,2,9.0,9.0,8.0,6.0,5.0,5.0,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.77,6,6.0,0
1,30,26,2,0,0,4,7,3,0.18,0.18,0.2,0.18,0.16,0.1,0.16670000000000001,0.125,0.20829999999999999,0.1875,0.125,0.1875,8,6,7,9,2,7.0,8.0,8.0,10.0,8.0,5.0,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.66,6,8.0,1
1,30,24,2,2,1,4,7,3,0.14288571142885712,0.14288571142885712,0.21427857214278573,0.21427857214278573,0.19048095190480954,0.09519048095190481,0.16670000000000001,0.125,0.20829999999999999,0.1875,0.125,0.1875,8,6,7,9,2,8.0,8.0,9.0,7.0,8.0,6.0,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,-0.4,6,6.0,0
1,30,31,2,2,1,4,7,3,0.12,0.2,0.2,0.2,0.14,0.14,0.16670000000000001,0.125,0.20829999999999999,0.1875,0.125,0.1875,8,6,7,9,2,8.0,10.0,9.0,8.0,8.0,7.0,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.1,6,8.0,1
1,30,24,2,2,1,4,7,3,0.11361136113611363,0.18181818181818185,0.22732273227322738,0.18181818181818185,0.11361136113611363,0.18181818181818185,0.16670000000000001,0.125,0.20829999999999999,0.1875,0.125,0.1875,8,6,7,9,2,6.0,8.0,9.0,6.0,8.0,5.0,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.72,6,6.0,0
1,30,28,2,2,1,4,7,3,0.08510000000000001,0.1915,0.1915,0.1915,0.1915,0.14890000000000003,0.16670000000000001,0.125,0.20829999999999999,0.1875,0.125,0.1875,8,6,7,9,2,9.0,7.0,9.0,7.0,6.0,5.0,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.15,6,7.0,1
1,30,28,2,0,0,4,7,3,0.14287142571485703,0.16326734653069386,0.16326734653069386,0.1836632673465307,0.1836632673465307,0.16326734653069386,0.16670000000000001,0.125,0.20829999999999999,0.1875,0.125,0.1875,8,6,7,9,2,9.0,7.0,8.0,6.0,8.0,5.0,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,-0.09,6,7.0,1
1,30,28,2,2,1,4,7,3,0.1455145514551455,0.16361636163616358,0.1818181818181818,0.1818181818181818,0.16361636163616358,0.16361636163616358,0.16670000000000001,0.125,0.20829999999999999,0.1875,0.125,0.1875,8,6,7,9,2,10.0,9.0,8.0,10.0,7.0,3.0,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.47,6,6.0,0
1,30,30,2,1,0,4,7,3,0.14,0.18,0.16,0.18,0.18,0.16,0.16670000000000001,0.125,0.20829999999999999,0.1875,0.125,0.1875,8,6,7,9,2,7.0,8.0,7.0,7.0,8.0,6.0,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.65,6,6.0,0
1,30,27,2,0,0,4,7,3,0.14,0.2,0.2,0.14,0.18,0.14,0.16670000000000001,0.125,0.20829999999999999,0.1875,0.125,0.1875,8,6,7,9,2,8.0,9.0,10.0,5.0,9.0,5.0,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.62,6,7.0,1
1,30,27,2,0,0,4,7,3,0.1509,0.1698,0.1698,0.1887,0.1887,0.1321,0.16670000000000001,0.125,0.20829999999999999,0.1875,0.125,0.1875,8,6,7,9,2,8.0,8.0,9.0,6.0,9.0,5.0,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.8,6,8.0,1
1,30,33,2,2,1,4,7,3,0.08330833083308331,0.2083208320832083,0.2083208320832083,0.14581458145814583,0.16671667166716675,0.18751875187518752,0.16670000000000001,0.125,0.20829999999999999,0.1875,0.125,0.1875,8,6,7,9,2,6.0,9.0,9.0,6.0,8.0,4.0,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.54,6,6.0,0
1,30,23,2,2,1,4,7,3,0.16,0.16,0.16,0.18,0.18,0.16,0.16670000000000001,0.125,0.20829999999999999,0.1875,0.125,0.1875,8,6,7,9,2,7.0,8.0,10.0,8.0,7.0,6.0,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.01,6,7.0,0
1,30,36,2,2,1,4,7,3,0.1818,0.1818,0.1818,0.1818,0.1364,0.1364,0.16670000000000001,0.125,0.20829999999999999,0.1875,0.125,0.1875,8,6,7,9,2,8.0,7.0,9.0,7.0,7.0,7.0,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,0.82,6,7.0,1
1,30,29,0,2,0,1,1,4,0.15,0.1,0.2,0.2,0.2,0.15,0.6,0.1,0.1,0.1,0.05,0.05,5,10,6,6,10,9.0,10.0,10.0,10.0,9.0,9.0,7,2,8,5,10,10,7,3,7,9,5,8,10,5,9,7,1,0.54,7,9.0,1
1,30,29,0,2,0,1,1,4,0.15,0.22,0.22,0.16,0.15,0.1,0.6,0.1,0.1,0.1,0.05,0.05,5,10,6,6,10,4.0,6.0,8.0,5.0,5.0,5.0,7,2,8,5,10,10,7,3,7,9,5,8,10,5,9,7,1,0.74,7,4.0,0
1,30,30,0,2,0,1,1,4,0.22,0.12,0.3,0.25,0.1,0.01,0.6,0.1,0.1,0.1,0.05,0.05,5,10,6,6,10,10.0,10.0,9.0,10.0,9.0,9.0,7,2,8,5,10,10,7,3,7,9,5,8,10,5,9,7,1,0.7,7,10.0,1
1,30,36,0,1,0,1,1,4,0.15,0.15,0.15,0.2,0.2,0.15,0.6,0.1,0.1,0.1,0.05,0.05,5,10,6,6,10,6.0,10.0,9.0,8.0,8.0,8.0,7,2,8,5,10,10,7,3,7,9,5,8,10,5,9,7,1,0.48,7,6.0,0
1,30,23,0,2,0,1,1,4,0.4,0.1,0.15,0.2,0.1,0.05,0.6,0.1,0.1,0.1,0.05,0.05,5,10,6,6,10,10.0,10.0,9.0,10.0,10.0,10.0,7,2,8,5,10,10,7,3,7,9,5,8,10,5,9,7,1,0.04,7,10.0,1
1,30,30,0,3,0,1,1,4,0.1,0.2,0.2,0.1,0.1,0.3,0.6,0.1,0.1,0.1,0.05,0.05,5,10,6,6,10,5.0,10.0,9.0,10.0,8.0,8.0,7,2,8,5,10,10,7,3,7,9,5,8,10,5,9,7,1,0.37,7,7.0,0
1,30,34,0,2,0,1,1,4,0.15,0.15,0.1,0.25,0.1,0.25,0.6,0.1,0.1,0.1,0.05,0.05,5,10,6,6,10,4.0,8.0,8.0,6.0,6.0,5.0,7,2,8,5,10,10,7,3,7,9,5,8,10,5,9,7,1,0.31,7,5.0,0
1,30,34,0,0,1,1,1,4,0.02,0.6,0.15,0.08,0.05,0.1,0.6,0.1,0.1,0.1,0.05,0.05,5,10,6,6,10,7.0,7.0,7.0,7.0,7.0,7.0,7,2,8,5,10,10,7,3,7,9,5,8,10,5,9,7,1,0.34,7,7.0,0
1,30,25,0,0,1,1,1,4,0.1,0.2,0.2,0.2,0.1,0.2,0.6,0.1,0.1,0.1,0.05,0.05,5,10,6,6,10,8.0,10.0,9.0,7.0,8.0,8.0,7,2,8,5,10,10,7,3,7,9,5,8,10,5,9,7,1,0.33,7,8.0,1
1,30,22,0,0,1,1,1,4,0.15,0.25,0.15,0.2,0.1,0.15,0.6,0.1,0.1,0.1,0.05,0.05,5,10,6,6,10,7.0,7.0,8.0,6.0,6.0,6.0,7,2,8,5,10,10,7,3,7,9,5,8,10,5,9,7,1,0.11,7,5.0,0
0,35,25,2,2,1,1,1,5,0.25,0.2,0.15,0.25,0.1,0.05,0.15,0.2,0.25,0.15,0.15,0.1,8,9,9,9,10,8.0,9.0,9.0,10.0,7.0,10.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.52,9,9.0,1
0,35,26,2,2,1,1,1,5,0.2,0.25,0.2,0.1,0.05,0.2,0.15,0.2,0.25,0.15,0.15,0.1,8,9,9,9,10,8.0,10.0,10.0,10.0,9.0,10.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,-0.03,9,9.0,1
0,35,27,2,2,1,1,1,5,0.06669333066693331,0.19048095190480954,0.42855714428557146,0.09519048095190481,0.14288571142885712,0.07619238076192382,0.15,0.2,0.25,0.15,0.15,0.1,8,9,9,9,10,8.0,10.0,10.0,8.0,7.0,7.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.77,9,8.0,1
0,35,25,2,2,1,1,1,5,0.24,0.15,0.2,0.2,0.08,0.13,0.15,0.2,0.25,0.15,0.15,0.1,8,9,9,9,10,6.0,9.0,10.0,7.0,7.0,2.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.07,9,4.0,0
0,35,27,2,0,0,1,1,5,0.17,0.19,0.18,0.17,0.11,0.18,0.15,0.2,0.25,0.15,0.15,0.1,8,9,9,9,10,6.0,10.0,10.0,9.0,10.0,8.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.24,9,7.0,0
0,35,32,2,4,0,1,1,5,0.2,0.1,0.3,0.2,0.1,0.1,0.15,0.2,0.25,0.15,0.15,0.1,8,9,9,9,10,4.0,9.0,10.0,6.0,9.0,2.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.32,9,3.0,0
0,35,29,2,0,0,1,1,5,0.5,0.2,0.1,0.1,0.05,0.05,0.15,0.2,0.25,0.15,0.15,0.1,8,9,9,9,10,7.0,10.0,9.0,9.0,8.0,9.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.22,9,9.0,0
0,35,36,2,2,1,1,1,5,0.2,0.16,0.16,0.16,0.16,0.16,0.15,0.2,0.25,0.15,0.15,0.1,8,9,9,9,10,8.0,9.0,10.0,9.0,10.0,9.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.64,9,8.0,0
0,35,29,2,4,0,1,1,5,0.4,0.3,0.1,0.08,0.02,0.1,0.15,0.2,0.25,0.15,0.15,0.1,8,9,9,9,10,7.0,10.0,9.0,7.0,10.0,6.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.11,9,6.0,0
0,35,27,2,2,1,1,1,5,0.19,0.13,0.18,0.18,0.1,0.22,0.15,0.2,0.25,0.15,0.15,0.1,8,9,9,9,10,9.0,10.0,10.0,10.0,9.0,9.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.24,9,10.0,1
0,35,29,2,2,1,1,1,5,0.3,0.15,0.15,0.2,0.1,0.1,0.15,0.2,0.25,0.15,0.15,0.1,8,9,9,9,10,9.0,8.0,10.0,9.0,8.0,9.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.66,9,7.0,0
0,35,32,2,2,1,1,1,5,0.2,0.2,0.2,0.2,0.1,0.1,0.15,0.2,0.25,0.15,0.15,0.1,8,9,9,9,10,10.0,10.0,10.0,10.0,9.0,9.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.73,9,10.0,1
0,35,30,2,2,1,1,1,5,0.5,0.0,0.2,0.2,0.0,0.1,0.15,0.2,0.25,0.15,0.15,0.1,8,9,9,9,10,10.0,9.0,10.0,10.0,9.0,9.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.79,9,10.0,1
0,35,23,2,2,1,1,1,5,0.25,0.05,0.3,0.15,0.05,0.2,0.15,0.2,0.25,0.15,0.15,0.1,8,9,9,9,10,8.0,10.0,9.0,9.0,9.0,10.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.54,9,9.0,1
0,21,28,0,2,0,2,2,6,0.4,0.15,0.2,0.1,0.05,0.1,0.3,0.05,0.3,0.15,0.15,0.05,7,7,7,7,8,5.0,4.0,6.0,3.0,7.0,3.0,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7,0.24,6,5.0,0
0,21,24,0,2,0,2,2,6,0.20833333333333334,0.125,0.20833333333333334,0.20833333333333334,0.125,0.125,0.3,0.05,0.3,0.15,0.15,0.05,7,7,7,7,8,4.0,6.0,5.0,4.0,5.0,3.0,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7,-0.24,6,5.0,0
0,21,23,0,0,1,2,2,6,0.2,0.25,0.2,0.15,0.1,0.1,0.3,0.05,0.3,0.15,0.15,0.05,7,7,7,7,8,5.0,4.0,5.0,6.0,7.0,6.0,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7,0.35,6,5.0,0
0,21,28,0,2,0,2,2,6,0.25,0.15,0.25,0.15,0.0,0.2,0.3,0.05,0.3,0.15,0.15,0.05,7,7,7,7,8,4.0,5.0,6.0,5.0,6.0,5.0,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7,-0.05,6,5.0,0
0,21,30,0,2,0,2,2,6,0.2,0.2,0.25,0.25,0.05,0.05,0.3,0.05,0.3,0.15,0.15,0.05,7,7,7,7,8,3.0,3.0,5.0,3.0,5.0,3.0,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7,0.12,6,5.0,0
0,21,25,0,0,1,2,2,6,0.2,0.2,0.2,0.2,0.05,0.15,0.3,0.05,0.3,0.15,0.15,0.05,7,7,7,7,8,7.0,8.0,8.0,7.0,8.0,6.0,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7,-0.01,6,7.0,1
0,21,28,0,2,0,2,2,6,0.4,0.2,0.2,0.2,0.0,0.0,0.3,0.05,0.3,0.15,0.15,0.05,7,7,7,7,8,4.0,6.0,6.0,5.0,7.0,3.0,7,6,6,7,4,4,5,4,7,7,6,9,10,7,7,7,7,0.16,6,5.0,0
