gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
1,1,1,1,1,1,2,1,1,0,1,0,1,0,1,1,0,1,0,0,0,4,4,3,4,3,4,4,4,4,4,4,3,4,4,3,3,3,2,3,3,4,4,4,4,3,4,3,2,1,3,4,1
1,1,0,1,3,0,2,1,1,0,1,1,1,0,0,1,0,1,0,0,0,4,4,3,4,3,4,4,4,4,4,3,3,4,4,3,3,3,2,3,3,4,4,4,4,3,4,3,2,2,3,4,1
1,1,1,1,3,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,4,4,3,4,3,4,4,4,4,4,4,3,4,4,3,3,3,2,3,3,4,4,4,4,3,4,3,2,1,3,4,1
1,1,1,1,0,0,2,1,1,0,1,1,1,0,0,1,0,1,0,0,0,4,4,3,4,3,4,4,4,4,4,4,3,4,4,3,3,3,2,3,3,4,4,4,4,3,4,3,2,2,3,4,1
1,1,1,1,3,0,2,1,1,0,0,1,0,0,1,1,0,1,0,0,0,4,4,3,4,3,4,4,4,4,4,4,3,4,4,3,3,3,2,3,3,4,4,4,4,3,4,3,2,3,3,4,1
1,1,0,1,2,0,2,1,1,1,1,1,1,1,0,1,0,1,0,0,0,4,4,3,4,3,4,4,4,4,4,4,3,4,4,3,3,3,2,3,3,4,4,4,4,3,4,3,2,2,3,4,1
1,1,1,1,0,0,2,1,1,0,0,1,0,0,1,1,0,1,0,0,0,4,4,3,4,3,4,4,4,4,4,4,3,4,4,3,3,3,2,3,3,4,4,4,4,3,4,3,2,2,3,4,1
1,1,1,1,2,0,2,1,1,0,0,1,1,0,0,1,0,1,0,0,0,4,4,3,4,3,4,4,4,4,4,4,3,4,4,3,3,3,2,3,3,4,4,4,4,3,4,3,2,2,3,4,1
1,1,1,1,2,0,2,1,1,0,0,0,1,0,0,1,0,1,0,0,0,4,4,3,4,3,4,4,4,4,4,4,3,4,4,3,3,3,2,3,3,4,4,4,4,3,4,3,2,2,3,4,1
1,1,1,1,2,0,2,1,1,1,1,0,1,0,1,1,0,1,0,0,0,4,4,3,4,3,4,4,4,4,4,4,3,4,4,3,3,3,2,3,3,4,4,4,4,3,4,3,2,2,3,4,1
1,1,0,1,4,0,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,4,4,3,4,3,4,4,4,4,4,4,3,4,4,3,3,3,2,3,3,4,4,4,4,3,4,3,2,2,3,4,1
1,1,2,1,0,0,2,1,1,0,1,1,0,0,0,1,0,1,0,0,0,4,4,3,4,3,4,4,4,4,4,3,3,4,4,3,3,3,2,3,3,4,4,4,4,3,4,3,2,2,3,4,0
1,1,0,1,2,0,2,1,1,1,1,1,0,0,0,1,0,1,0,0,0,4,4,3,4,3,4,4,4,4,4,4,3,4,4,3,3,3,2,3,3,4,4,4,4,3,4,3,2,2,3,4,1
1,1,0,1,0,0,2,1,1,1,0,1,1,0,1,1,0,1,0,0,0,4,4,3,4,3,4,4,4,4,4,3,3,4,4,3,3,3,2,3,3,4,4,4,4,3,4,3,2,3,3,4,1
1,1,0,1,2,0,2,1,1,0,1,1,0,1,0,1,0,1,0,0,0,4,4,3,4,3,4,4,4,4,4,4,3,4,4,3,3,3,2,3,3,4,4,4,4,3,4,3,2,3,3,4,1
0,2,0,2,4,0,4,0,2,1,1,1,1,0,0,0,1,1,1,1,0,4,4,3,4,4,3,4,4,4,4,4,0,0,4,3,4,4,4,0,0,4,3,4,3,1,4,1,4,3,2,4,1
0,2,1,2,4,0,4,0,2,1,1,0,0,0,1,0,1,1,1,1,0,4,4,3,4,4,1,3,4,2,1,1,0,0,4,3,4,4,4,0,0,4,3,4,3,1,4,1,4,2,2,1,0
0,2,1,2,2,1,4,0,2,1,1,1,0,0,1,0,1,1,1,1,0,4,4,3,4,4,3,4,3,3,3,2,0,0,4,3,4,4,4,0,0,4,3,4,3,1,4,1,4,4,2,3,1
0,2,1,2,4,0,4,0,2,1,0,1,1,0,0,0,1,1,1,1,0,4,4,3,4,4,3,4,3,3,3,4,0,0,4,3,4,4,4,0,0,4,3,4,3,1,4,1,4,2,2,3,1
0,2,1,2,2,1,4,0,2,1,1,1,1,0,0,0,1,1,1,1,0,4,4,3,4,4,2,1,2,1,0,0,0,0,4,3,4,4,4,0,0,4,3,4,3,1,4,1,4,3,2,1,0
0,2,0,2,2,1,4,0,2,1,1,0,1,0,0,0,1,1,1,1,0,4,4,3,4,4,1,3,2,1,1,1,0,0,4,3,4,4,4,0,0,4,3,4,3,1,4,1,4,3,2,1,0
0,2,0,2,0,0,4,0,2,1,1,0,0,0,1,0,1,1,1,1,0,4,4,3,4,4,3,4,4,3,4,1,0,0,4,3,4,4,4,0,0,4,3,4,3,1,4,1,4,3,2,2,0
1,1,1,2,0,0,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,4,1,3,4,4,3,3,2,1,0,3,3,3,3,1,0,0,4,4,4,4,2,2,1,1,3,3,2,0
1,1,1,2,2,1,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,4,1,4,4,4,4,4,1,1,0,3,3,3,3,1,0,0,4,4,4,4,2,2,1,1,3,3,2,0
1,1,1,2,2,1,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,4,1,4,4,4,3,2,2,1,0,3,3,3,3,1,0,0,4,4,4,4,2,2,1,1,4,3,3,0
1,1,1,2,0,0,2,3,3,0,0,1,0,0,0,0,0,1,0,0,0,4,3,3,4,1,3,4,4,4,4,2,1,0,3,3,3,3,1,0,0,4,4,4,4,2,2,1,1,4,3,4,1
1,1,0,2,2,1,2,3,3,0,0,1,1,0,0,0,0,1,0,0,0,4,3,3,4,1,4,4,4,3,4,3,1,0,3,3,3,3,1,0,0,4,4,4,4,2,2,1,1,1,3,3,0
1,1,1,2,2,1,2,3,3,0,1,1,1,0,0,0,0,1,0,0,0,4,3,3,4,1,4,4,4,4,4,3,1,0,3,3,3,3,1,0,0,4,4,4,4,2,2,1,1,2,3,4,1
1,1,0,2,2,1,2,3,3,0,0,1,0,0,0,0,0,1,0,0,0,4,3,3,4,1,3,4,4,3,4,2,1,0,3,3,3,3,1,0,0,4,4,4,4,2,2,1,1,4,3,3,0
1,1,1,2,2,1,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,4,1,4,3,4,3,3,2,1,0,3,3,3,3,1,0,0,4,4,4,4,2,2,1,1,2,3,3,1
1,1,1,2,0,0,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,4,1,4,3,4,3,4,2,1,0,3,3,3,3,1,0,0,4,4,4,4,2,2,1,1,2,3,3,1
1,1,1,2,2,1,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,4,1,4,4,4,4,3,1,1,0,3,3,3,3,1,0,0,4,4,4,4,2,2,1,1,3,3,3,0
1,1,1,2,1,0,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,4,1,3,4,3,3,4,3,1,0,3,3,3,3,1,0,0,4,4,4,4,2,2,1,1,4,3,3,0
1,1,1,2,0,0,2,3,3,0,1,1,0,0,0,0,0,1,0,0,0,4,3,3,4,1,4,4,4,2,4,2,1,0,3,3,3,3,1,0,0,4,4,4,4,2,2,1,1,4,3,3,1
1,1,1,2,0,0,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,4,1,4,4,4,3,4,2,1,0,3,3,3,3,1,0,0,4,4,4,4,2,2,1,1,4,3,4,1
1,1,1,2,2,1,2,3,3,0,1,1,0,0,0,0,0,1,0,0,0,4,3,3,4,1,3,4,4,3,4,2,1,0,3,3,3,3,1,0,0,4,4,4,4,2,2,1,1,3,3,3,0
1,1,0,2,2,1,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,4,1,3,4,4,4,3,3,1,0,3,3,3,3,1,0,0,4,4,4,4,2,2,1,1,2,3,3,0
1,1,2,2,2,1,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,4,3,3,4,1,4,3,4,3,3,3,1,0,3,3,3,3,1,0,0,4,4,4,4,2,2,1,1,4,3,3,1
1,1,1,0,2,0,0,0,4,0,0,1,1,1,0,2,0,0,0,0,0,2,4,3,3,4,4,4,4,4,4,4,3,1,4,2,4,4,3,1,3,4,2,4,4,2,4,3,0,3,3,4,1
1,1,1,0,2,0,0,0,4,0,1,1,0,0,0,2,0,0,0,0,0,2,4,3,3,4,2,3,4,2,2,2,3,1,4,2,4,4,3,1,3,4,2,4,4,2,4,3,0,4,3,2,0
1,1,1,0,2,0,0,0,4,1,0,1,1,0,0,2,0,0,0,0,0,2,4,3,3,4,4,4,4,4,4,4,3,1,4,2,4,4,3,1,3,4,2,4,4,2,4,3,0,4,3,4,1
1,1,2,0,1,0,0,0,4,0,0,0,1,1,0,2,0,0,0,0,0,2,4,3,3,4,3,4,4,4,4,4,3,1,4,2,4,4,3,1,3,4,2,4,4,2,4,3,0,3,3,3,0
1,1,0,0,2,0,0,0,4,2,0,0,1,0,0,2,0,0,0,0,0,2,4,3,3,4,4,4,4,4,4,4,3,1,4,2,4,4,3,1,3,4,2,4,4,2,4,3,0,2,3,4,1
1,1,1,0,3,0,0,0,4,0,1,1,0,0,1,2,0,0,0,0,0,2,4,3,3,4,2,4,4,4,4,4,3,1,4,2,4,4,3,1,3,4,2,4,4,2,4,3,0,3,3,3,0
1,1,2,0,2,0,0,0,4,0,0,0,1,0,1,2,0,0,0,0,0,2,4,3,3,4,2,4,4,3,3,2,3,1,4,2,4,4,3,1,3,4,2,4,4,2,4,3,0,3,3,2,0
1,1,2,0,0,1,0,0,4,0,2,0,0,0,0,2,0,0,0,0,0,2,4,3,3,4,3,3,3,3,3,3,3,1,4,2,4,4,3,1,3,4,2,4,4,2,4,3,0,3,3,3,0
1,1,0,0,0,1,0,0,4,0,1,1,1,0,1,2,0,0,0,0,0,2,4,3,3,4,4,4,4,3,4,4,3,1,4,2,4,4,3,1,3,4,2,4,4,2,4,3,0,3,3,4,1
1,1,0,0,0,1,0,0,4,0,1,0,1,0,0,2,0,0,0,0,0,2,4,3,3,4,3,3,4,3,3,3,3,1,4,2,4,4,3,1,3,4,2,4,4,2,4,3,0,2,3,2,0
0,2,0,2,2,1,0,0,5,1,1,0,1,0,0,0,1,1,0,0,0,4,4,4,4,4,4,4,4,4,3,4,4,1,4,4,4,4,3,1,2,4,1,4,4,4,4,2,1,3,4,4,1
0,2,1,2,2,1,0,0,5,1,1,1,0,0,1,0,1,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,3,1,2,4,1,4,4,4,4,2,1,2,4,4,1
0,2,1,2,2,1,0,0,5,0,0,2,0,0,0,0,1,1,0,0,0,4,4,4,4,4,4,4,4,4,3,3,4,1,4,4,4,4,3,1,2,4,1,4,4,4,4,2,1,4,4,4,1
0,2,0,2,2,1,0,0,5,1,0,1,1,0,0,0,1,1,0,0,0,4,4,4,4,4,3,4,4,3,3,1,4,1,4,4,4,4,3,1,2,4,1,4,4,4,4,2,1,2,4,2,0
0,2,1,2,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,4,4,4,4,4,3,4,4,4,4,4,4,1,4,4,4,4,3,1,2,4,1,4,4,4,4,2,1,3,4,3,0
0,2,1,2,4,0,0,0,5,1,0,1,1,0,0,0,1,1,0,0,0,4,4,4,4,4,2,4,4,3,4,1,4,1,4,4,4,4,3,1,2,4,1,4,4,4,4,2,1,3,4,1,0
0,2,1,2,0,0,0,0,5,2,1,0,0,0,0,0,1,1,0,0,0,4,4,4,4,4,3,4,4,4,4,4,4,1,4,4,4,4,3,1,2,4,1,4,4,4,4,2,1,3,4,4,0
0,2,2,2,2,1,0,0,5,1,0,0,0,0,0,0,1,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,3,1,2,4,1,4,4,4,4,2,1,4,4,4,0
0,2,1,2,4,0,0,0,5,2,1,0,0,0,0,0,1,1,0,0,0,4,4,4,4,4,3,4,4,3,4,3,4,1,4,4,4,4,3,1,2,4,1,4,4,4,4,2,1,2,4,3,0
0,2,1,2,2,1,0,0,5,0,0,0,0,0,1,0,1,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,3,1,2,4,1,4,4,4,4,2,1,3,4,4,1
0,2,1,2,2,1,0,0,5,1,0,0,1,0,0,0,1,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,3,1,2,4,1,4,4,4,4,2,1,4,4,3,0
0,2,1,2,2,1,0,0,5,1,1,1,1,0,0,0,1,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,3,1,2,4,1,4,4,4,4,2,1,4,4,4,1
0,2,1,2,2,1,0,0,5,2,0,1,1,0,0,0,1,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,3,1,2,4,1,4,4,4,4,2,1,4,4,4,1
0,2,0,2,2,1,0,0,5,1,0,1,0,0,1,0,1,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,3,1,2,4,1,4,4,4,4,2,1,3,4,4,1
0,0,1,0,2,0,1,1,6,2,0,1,0,0,0,1,0,1,0,0,0,3,3,3,3,4,2,2,3,1,3,1,3,3,3,3,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,2,0
0,0,0,0,2,0,1,1,6,1,0,1,1,0,0,1,0,1,0,0,0,3,3,3,3,4,2,3,2,2,2,1,3,3,3,3,2,2,2,2,3,3,3,4,4,3,3,3,3,1,3,2,0
0,0,0,0,0,1,1,1,6,1,1,1,0,0,0,1,0,1,0,0,0,3,3,3,3,4,2,2,2,3,3,3,3,3,3,3,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,2,0
0,0,1,0,2,0,1,1,6,1,0,1,0,0,1,1,0,1,0,0,0,3,3,3,3,4,2,2,3,2,3,2,3,3,3,3,2,2,2,2,3,3,3,4,4,3,3,3,3,2,3,2,0
0,0,1,0,2,0,1,1,6,1,1,1,1,0,0,1,0,1,0,0,0,3,3,3,3,4,1,1,2,1,2,1,3,3,3,3,2,2,2,2,3,3,3,4,4,3,3,3,3,2,3,2,0
0,0,0,0,0,1,1,1,6,1,1,1,1,0,0,1,0,1,0,0,0,3,3,3,3,4,3,4,4,3,4,3,3,3,3,3,2,2,2,2,3,3,3,4,4,3,3,3,3,2,3,3,1
0,0,1,0,2,0,1,1,6,2,1,1,1,0,0,1,0,1,0,0,0,3,3,3,3,4,2,3,3,2,3,1,3,3,3,3,2,2,2,2,3,3,3,4,4,3,3,3,3,2,3,2,0
0,0,0,0,2,0,1,1,6,0,1,0,1,0,0,1,0,1,0,0,0,3,3,3,3,4,2,2,2,2,2,1,3,3,3,3,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,2,0
0,0,0,0,2,0,1,1,6,1,0,1,0,0,0,1,0,1,0,0,0,3,3,3,3,4,1,1,2,1,1,1,3,3,3,3,2,2,2,2,3,3,3,4,4,3,3,3,3,2,3,1,0
0,0,0,0,1,0,1,1,6,1,1,1,0,0,0,1,0,1,0,0,0,3,3,3,3,4,2,2,2,3,3,2,3,3,3,3,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,2,0
0,0,1,0,1,0,1,1,6,1,0,1,0,0,0,1,0,1,0,0,0,3,3,3,3,4,2,2,3,3,3,2,3,3,3,3,2,2,2,2,3,3,3,4,4,3,3,3,3,4,3,2,0
0,0,0,0,2,0,1,1,6,1,0,1,1,0,0,1,0,1,0,0,0,3,3,3,3,4,2,2,1,1,1,1,3,3,3,3,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,2,0
0,1,1,2,2,1,4,2,7,1,0,0,1,0,0,0,1,1,0,0,0,3,4,3,4,4,3,3,3,3,3,2,4,1,4,4,4,4,4,3,3,4,4,4,4,4,4,2,3,2,3,2,0
0,1,0,2,0,0,4,2,7,1,1,1,1,0,0,0,1,1,0,0,0,3,4,3,4,4,2,4,4,2,2,2,4,1,4,4,4,4,4,3,3,4,4,4,4,4,4,2,3,3,3,2,0
0,1,1,2,2,1,4,2,7,2,0,0,2,0,0,0,1,1,0,0,0,3,4,3,4,4,4,3,3,3,2,2,4,1,4,4,4,4,4,3,3,4,4,4,4,4,4,2,3,3,3,2,0
0,1,0,2,2,1,4,2,7,0,0,1,1,0,0,0,1,1,0,0,0,3,4,3,4,4,2,0,2,2,2,0,4,1,4,4,4,4,4,3,3,4,4,4,4,4,4,2,3,2,3,1,0
0,1,1,2,2,1,4,2,7,2,0,0,0,0,0,0,1,1,0,0,0,3,4,3,4,4,4,4,4,4,4,3,4,1,4,4,4,4,4,3,3,4,4,4,4,4,4,2,3,2,3,3,1
0,1,1,2,2,1,4,2,7,1,0,1,1,0,0,0,1,1,0,0,0,3,4,3,4,4,3,3,3,4,3,3,4,1,4,4,4,4,4,3,3,4,4,4,4,4,4,2,3,3,3,3,0
0,1,1,2,2,1,4,2,7,1,0,0,1,0,0,0,1,1,0,0,0,3,4,3,4,4,3,4,3,4,3,3,4,1,4,4,4,4,4,3,3,4,4,4,4,4,4,2,3,3,3,3,0
0,1,1,2,2,1,4,2,7,1,0,1,0,0,0,0,1,1,0,0,0,3,4,3,4,4,2,4,4,3,3,2,4,1,4,4,4,4,4,3,3,4,4,4,4,4,4,2,3,3,3,3,0
0,1,1,2,0,0,4,2,7,2,0,0,0,0,0,0,1,1,0,0,0,3,4,3,4,4,2,3,3,2,4,1,4,1,4,4,4,4,4,3,3,4,4,4,4,4,4,2,3,2,3,2,0
0,1,2,2,2,1,4,2,7,1,1,1,0,0,0,0,1,1,0,0,0,3,4,3,4,4,2,4,4,2,4,3,4,1,4,4,4,4,4,3,3,4,4,4,4,4,4,2,3,3,3,4,0
0,1,1,2,2,1,4,2,7,0,0,0,0,0,1,0,1,1,0,0,0,3,4,3,4,4,3,4,4,3,3,4,4,1,4,4,4,4,4,3,3,4,4,4,4,4,4,2,3,2,3,4,1
0,1,1,2,2,1,4,2,7,1,1,0,0,0,0,0,1,1,0,0,0,3,4,3,4,4,4,3,3,3,2,1,4,1,4,4,4,4,4,3,3,4,4,4,4,4,4,2,3,1,3,2,0
0,1,1,2,3,0,4,2,7,3,0,0,0,0,0,0,1,1,0,0,0,3,4,3,4,4,4,4,3,3,4,3,4,1,4,4,4,4,4,3,3,4,4,4,4,4,4,2,3,2,3,3,1
0,1,0,2,0,0,4,2,7,1,0,0,1,0,0,0,1,1,0,0,0,3,4,3,4,4,3,4,4,3,4,3,4,1,4,4,4,4,4,3,3,4,4,4,4,4,4,2,3,3,3,3,1
0,1,1,2,0,0,4,2,7,1,1,0,1,0,0,0,1,1,0,0,0,3,4,3,4,4,2,2,3,2,3,1,4,1,4,4,4,4,4,3,3,4,4,4,4,4,4,2,3,1,3,1,0
0,1,1,2,3,0,4,2,7,1,1,1,0,0,0,0,1,1,0,0,0,3,4,3,4,4,2,4,3,3,2,3,4,1,4,4,4,4,4,3,3,4,4,4,4,4,4,2,3,2,3,3,0
0,1,1,2,2,1,4,2,7,1,0,1,1,0,0,0,1,1,0,0,0,3,4,3,4,4,3,4,4,3,4,4,4,1,4,4,4,4,4,3,3,4,4,4,4,4,4,2,3,2,3,3,0
0,1,0,2,4,0,4,2,7,1,0,1,1,0,0,0,1,1,0,0,0,3,4,3,4,4,3,4,4,4,3,3,4,1,4,4,4,4,4,3,3,4,4,4,4,4,4,2,3,2,3,3,1
1,0,0,3,0,0,0,2,8,0,1,1,1,0,1,1,0,1,0,0,0,2,4,3,3,4,3,2,2,1,2,1,2,2,2,2,4,4,2,0,0,4,2,3,4,4,4,1,2,3,2,1,0
1,0,2,3,0,0,0,2,8,0,2,0,0,0,0,1,0,1,0,0,0,2,4,3,3,4,3,4,4,4,4,0,2,2,2,2,4,4,2,0,0,4,2,3,4,4,4,1,2,3,2,1,0
1,0,1,3,2,0,0,2,8,0,0,1,1,1,0,1,0,1,0,0,0,2,4,3,3,4,4,2,3,3,3,2,2,2,2,2,4,4,2,0,0,4,2,3,4,4,4,1,2,4,2,4,1
1,0,2,3,2,0,0,2,8,0,0,0,1,0,1,1,0,1,0,0,0,2,4,3,3,4,1,3,3,2,4,1,2,2,2,2,4,4,2,0,0,4,2,3,4,4,4,1,2,4,2,1,0
1,0,1,3,2,0,0,2,8,0,1,1,0,0,0,1,0,1,0,0,0,2,4,3,3,4,1,1,2,0,3,0,2,2,2,2,4,4,2,0,0,4,2,3,4,4,4,1,2,4,2,0,0
1,0,0,3,0,0,0,2,8,0,1,0,1,0,0,1,0,1,0,0,0,2,4,3,3,4,3,1,3,3,4,0,2,2,2,2,4,4,2,0,0,4,2,3,4,4,4,1,2,2,2,2,0
1,0,1,3,2,0,0,2,8,1,0,1,1,0,0,1,0,1,0,0,0,2,4,3,3,4,2,3,3,2,4,1,2,2,2,2,4,4,2,0,0,4,2,3,4,4,4,1,2,4,2,1,0
1,0,1,3,3,1,0,2,8,0,1,1,0,0,1,1,0,1,0,0,0,2,4,3,3,4,3,4,4,3,2,3,2,2,2,2,4,4,2,0,0,4,2,3,4,4,4,1,2,4,2,2,0
1,0,2,3,1,0,0,2,8,0,0,0,1,1,0,1,0,1,0,0,0,2,4,3,3,4,2,4,3,4,3,3,2,2,2,2,4,4,2,0,0,4,2,3,4,4,4,1,2,3,2,1,0
1,0,0,3,2,0,0,2,8,2,0,0,1,0,0,1,0,1,0,0,0,2,4,3,3,4,3,3,3,4,3,4,2,2,2,2,4,4,2,0,0,4,2,3,4,4,4,1,2,3,2,3,1
0,0,1,2,2,1,2,3,9,1,1,0,1,0,0,1,0,1,0,0,0,3,4,3,4,4,2,2,3,3,3,2,3,0,3,4,4,4,4,1,2,4,1,2,4,4,4,2,4,3,1,2,0
1,1,0,2,2,1,0,0,9,0,0,1,1,0,0,0,1,1,1,0,0,3,4,4,4,3,3,3,3,2,3,2,3,1,1,2,4,4,2,0,0,4,0,3,3,2,3,1,0,1,1,3,0
1,1,1,2,2,1,0,0,9,0,1,1,0,0,0,0,1,1,1,0,0,3,4,4,4,3,2,4,3,3,3,2,3,1,1,2,4,4,2,0,0,4,0,3,3,2,3,1,0,4,1,2,0
0,0,0,2,3,0,2,3,9,1,0,1,1,0,0,1,0,1,0,0,0,3,4,3,4,4,2,3,3,3,3,1,3,0,3,4,4,4,4,1,2,4,1,2,4,4,4,2,4,3,1,1,0
0,0,0,2,2,1,2,3,9,1,1,1,0,0,0,1,0,1,0,0,0,3,4,3,4,4,1,2,3,2,2,3,3,0,3,4,4,4,4,1,2,4,1,2,4,4,4,2,4,4,1,1,0
1,1,0,2,2,1,0,0,9,0,0,0,0,0,0,0,1,1,1,0,0,3,4,4,4,3,4,4,4,3,3,2,3,1,1,2,4,4,2,0,0,4,0,3,3,2,3,1,0,2,1,3,0
0,0,2,2,2,1,2,3,9,1,0,1,0,0,0,1,0,1,0,0,0,3,4,3,4,4,3,4,4,3,3,3,3,0,3,4,4,4,4,1,2,4,1,2,4,4,4,2,4,4,1,3,0
1,1,2,2,2,1,0,0,9,0,0,0,0,0,0,0,1,1,1,0,0,3,4,4,4,3,2,4,3,3,3,3,3,1,1,2,4,4,2,0,0,4,0,3,3,2,3,1,0,4,1,3,0
