gender,age,age_o,samerace,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
0,21,26,1,9,8,0.2,0.25,0.2,0.1,0.05,0.2,0.25,0.25,0.15,0.15,0.1,0.1,8,10,9,8,9,3.0,10.0,10.0,8.0,9.0,10.0,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,-0.36,7,7.0,1
0,21,36,1,9,8,0.2,0.16,0.16,0.16,0.16,0.16,0.25,0.25,0.15,0.15,0.1,0.1,8,10,9,8,9,3.0,7.0,7.0,6.0,8.0,7.0,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,0.47,7,4.0,0
0,21,29,1,9,8,0.3,0.15,0.15,0.2,0.1,0.1,0.25,0.25,0.15,0.15,0.1,0.1,8,10,9,8,9,4.0,7.0,7.0,7.0,8.0,5.0,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,0.28,7,6.0,0
0,22,27,0,7,1,0.17,0.19,0.18,0.17,0.11,0.18,0.1,0.3,0.2,0.1,0.15,0.15,7,10,9,10,10,6.0,8.0,8.0,6.0,8.0,6.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.31,1,6.0,0
0,22,32,1,7,1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.3,0.2,0.1,0.15,0.15,7,10,9,10,10,7.0,9.0,9.0,6.0,7.0,5.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.65,1,8.0,1
0,22,25,1,7,1,0.24,0.15,0.2,0.2,0.08,0.13,0.1,0.3,0.2,0.1,0.15,0.15,7,10,9,10,10,7.0,7.0,8.0,6.0,7.0,6.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.5,1,7.0,0
0,22,29,0,7,1,0.5,0.2,0.1,0.1,0.05,0.05,0.1,0.3,0.2,0.1,0.15,0.15,7,10,9,10,10,8.0,9.0,9.0,9.0,9.0,8.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.0,1,9.0,1
0,22,23,1,7,1,0.25,0.05,0.3,0.15,0.05,0.2,0.1,0.3,0.2,0.1,0.15,0.15,7,10,9,10,10,8.0,9.0,9.0,9.0,9.0,7.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.24,1,8.0,1
0,22,27,1,7,1,0.19,0.13,0.18,0.18,0.1,0.22,0.1,0.3,0.2,0.1,0.15,0.15,7,10,9,10,10,8.0,8.0,8.0,8.0,8.0,8.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,-0.02,1,8.0,1
0,22,32,0,7,1,0.2,0.1,0.3,0.2,0.1,0.1,0.1,0.3,0.2,0.1,0.15,0.15,7,10,9,10,10,6.0,8.0,8.0,6.0,8.0,6.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.34,1,6.0,0
0,22,27,1,7,1,0.06669333066693331,0.19048095190480954,0.42855714428557146,0.09519048095190481,0.14288571142885712,0.07619238076192382,0.1,0.3,0.2,0.1,0.15,0.15,7,10,9,10,10,9.0,8.0,8.0,8.0,8.0,8.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.47,1,8.0,0
0,22,25,1,7,1,0.25,0.2,0.15,0.25,0.1,0.05,0.1,0.3,0.2,0.1,0.15,0.15,7,10,9,10,10,9.0,9.0,9.0,9.0,9.0,9.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.25,1,9.0,1
0,22,30,1,7,1,0.5,0.0,0.2,0.2,0.0,0.1,0.1,0.3,0.2,0.1,0.15,0.15,7,10,9,10,10,9.0,7.0,8.0,7.0,7.0,5.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.45,1,7.0,1
0,22,29,0,7,1,0.4,0.3,0.1,0.08,0.02,0.1,0.1,0.3,0.2,0.1,0.15,0.15,7,10,9,10,10,6.0,7.0,8.0,6.0,7.0,5.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,-0.07,1,6.0,0
0,22,26,1,7,1,0.2,0.25,0.2,0.1,0.05,0.2,0.1,0.3,0.2,0.1,0.15,0.15,7,10,9,10,10,6.0,7.0,7.0,6.0,7.0,8.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,-0.26,1,7.0,0
0,22,36,1,7,1,0.2,0.16,0.16,0.16,0.16,0.16,0.1,0.3,0.2,0.1,0.15,0.15,7,10,9,10,10,6.0,7.0,7.0,6.0,7.0,5.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.25,1,6.0,0
0,22,29,1,7,1,0.3,0.15,0.15,0.2,0.1,0.1,0.1,0.3,0.2,0.1,0.15,0.15,7,10,9,10,10,7.0,7.0,7.0,7.0,7.0,7.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.31,1,7.0,1
0,24,27,1,1,1,0.17,0.19,0.18,0.17,0.11,0.18,0.1,0.4,0.1,0.2,0.1,0.1,6,9,9,8,9,8.0,9.0,10.0,10.0,10.0,5.0,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,0.03,5,9.0,0
0,24,32,0,1,1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.4,0.1,0.2,0.1,0.1,6,9,9,8,9,7.0,8.0,8.0,7.0,7.0,7.0,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,0.76,5,7.0,0
0,24,25,0,1,1,0.24,0.15,0.2,0.2,0.08,0.13,0.1,0.4,0.1,0.2,0.1,0.1,6,9,9,8,9,8.0,8.0,8.0,8.0,8.0,8.0,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,0.3,5,8.0,0
0,21,32,1,9,8,0.2,0.2,0.2,0.2,0.1,0.1,0.25,0.25,0.15,0.15,0.1,0.1,8,10,9,8,9,7.0,8.0,8.0,8.0,8.0,8.0,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,0.53,7,7.0,1
0,21,27,0,9,8,0.17,0.19,0.18,0.17,0.11,0.18,0.25,0.25,0.15,0.15,0.1,0.1,8,10,9,8,9,5.0,10.0,8.0,7.0,8.0,8.0,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,0.38,7,6.0,1
0,28,29,1,10,10,0.3,0.15,0.15,0.2,0.1,0.1,0.15,0.2,0.35,0.15,0.05,0.1,8,9,6,10,9,8.0,7.0,8.0,9.0,9.0,7.0,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,0.16,3,8.0,1
0,28,36,1,10,10,0.2,0.16,0.16,0.16,0.16,0.16,0.15,0.2,0.35,0.15,0.05,0.1,8,9,6,10,9,5.0,5.0,5.0,5.0,5.0,5.0,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,-0.13,3,5.0,0
0,25,28,0,10,10,0.2,0.18,0.2,0.17,0.1,0.15,0.25,0.2,0.25,0.25,0.05,0.0,9,10,10,9,10,6.0,8.0,8.0,7.0,8.0,7.0,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,-0.12,8,6.0,0
0,25,28,0,10,10,0.23,0.18,0.21,0.18,0.1,0.1,0.25,0.2,0.25,0.25,0.05,0.0,9,10,10,9,10,6.0,6.0,6.0,6.0,6.0,6.0,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,0.47,8,6.0,0
0,30,27,1,1,1,0.17,0.19,0.18,0.17,0.11,0.18,0.2,0.2,0.35,0.05,0.1,0.1,9,10,7,9,7,4.0,9.0,9.0,6.0,8.0,6.0,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,0.03,6,9.0,0
0,30,32,0,1,1,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.35,0.05,0.1,0.1,9,10,7,9,7,7.0,9.0,8.0,9.0,7.0,7.0,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,0.46,6,7.0,0
0,30,25,0,1,1,0.24,0.15,0.2,0.2,0.08,0.13,0.2,0.2,0.35,0.05,0.1,0.1,9,10,7,9,7,5.0,6.0,5.0,5.0,5.0,3.0,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,0.21,6,4.0,0
0,30,29,1,1,1,0.5,0.2,0.1,0.1,0.05,0.05,0.2,0.2,0.35,0.05,0.1,0.1,9,10,7,9,7,6.0,6.0,6.0,5.0,8.0,2.0,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,-0.03,6,6.0,0
0,30,23,0,1,1,0.25,0.05,0.3,0.15,0.05,0.2,0.2,0.2,0.35,0.05,0.1,0.1,9,10,7,9,7,6.0,8.0,7.0,7.0,7.0,7.0,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,0.17,6,8.0,0
0,30,27,0,1,1,0.19,0.13,0.18,0.18,0.1,0.22,0.2,0.2,0.35,0.05,0.1,0.1,9,10,7,9,7,5.0,8.0,8.0,7.0,8.0,8.0,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,0.26,6,8.0,0
0,30,32,0,1,1,0.2,0.1,0.3,0.2,0.1,0.1,0.2,0.2,0.35,0.05,0.1,0.1,9,10,7,9,7,4.0,9.0,8.0,5.0,9.0,8.0,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,0.27,6,8.0,0
0,30,27,0,1,1,0.06669333066693331,0.19048095190480954,0.42855714428557146,0.09519048095190481,0.14288571142885712,0.07619238076192382,0.2,0.2,0.35,0.05,0.1,0.1,9,10,7,9,7,6.0,8.0,8.0,6.0,6.0,6.0,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,0.5,6,7.0,0
0,30,25,0,1,1,0.25,0.2,0.15,0.25,0.1,0.05,0.2,0.2,0.35,0.05,0.1,0.1,9,10,7,9,7,8.0,9.0,9.0,9.0,9.0,8.0,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,0.2,6,8.0,1
0,30,30,0,1,1,0.5,0.0,0.2,0.2,0.0,0.1,0.2,0.2,0.35,0.05,0.1,0.1,9,10,7,9,7,8.0,8.0,7.0,7.0,7.0,5.0,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,0.5,6,7.0,0
0,30,29,0,1,1,0.4,0.3,0.1,0.08,0.02,0.1,0.2,0.2,0.35,0.05,0.1,0.1,9,10,7,9,7,3.0,8.0,8.0,5.0,7.0,5.0,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,-0.25,6,7.0,0
0,30,26,0,1,1,0.2,0.25,0.2,0.1,0.05,0.2,0.2,0.2,0.35,0.05,0.1,0.1,9,10,7,9,7,2.0,8.0,7.0,8.0,7.0,7.0,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,-0.38,6,5.0,0
0,24,29,1,1,1,0.5,0.2,0.1,0.1,0.05,0.05,0.1,0.4,0.1,0.2,0.1,0.1,6,9,9,8,9,10.0,9.0,9.0,9.0,9.0,9.0,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,-0.17,5,9.0,1
0,30,36,0,1,1,0.2,0.16,0.16,0.16,0.16,0.16,0.2,0.2,0.35,0.05,0.1,0.1,9,10,7,9,7,4.0,5.0,7.0,5.0,7.0,9.0,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,0.25,6,6.0,0
0,30,23,1,5,7,0.25,0.05,0.3,0.15,0.05,0.2,0.1,0.18,0.2,0.16,0.16,0.2,7,10,8,8,8,5.0,7.0,7.0,7.0,7.0,7.0,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8,0.33,6,6.0,0
0,30,29,0,5,7,0.4,0.3,0.1,0.08,0.02,0.1,0.1,0.18,0.2,0.16,0.16,0.2,7,10,8,8,8,5.0,9.0,8.0,8.0,8.0,8.0,7,8,8,5,7,5,3,1,2,10,7,10,10,8,8,5,8,0.04,6,8.0,0
0,28,27,0,10,10,0.17,0.19,0.18,0.17,0.11,0.18,0.15,0.2,0.35,0.15,0.05,0.1,8,9,6,10,9,5.0,5.0,6.0,3.0,3.0,4.0,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,0.01,3,3.0,0
0,28,32,1,10,10,0.2,0.2,0.2,0.2,0.1,0.1,0.15,0.2,0.35,0.15,0.05,0.1,8,9,6,10,9,7.0,8.0,9.0,3.0,5.0,5.0,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,0.53,3,6.0,0
0,28,25,1,10,10,0.24,0.15,0.2,0.2,0.08,0.13,0.15,0.2,0.35,0.15,0.05,0.1,8,9,6,10,9,6.0,5.0,5.0,3.0,1.0,3.0,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,0.55,3,2.0,0
0,28,29,0,10,10,0.5,0.2,0.1,0.1,0.05,0.05,0.15,0.2,0.35,0.15,0.05,0.1,8,9,6,10,9,7.0,6.0,6.0,5.0,3.0,5.0,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,-0.34,3,2.0,0
0,28,23,1,10,10,0.25,0.05,0.3,0.15,0.05,0.2,0.15,0.2,0.35,0.15,0.05,0.1,8,9,6,10,9,6.0,6.0,6.0,6.0,4.0,5.0,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,-0.06,3,6.0,0
0,28,27,1,10,10,0.19,0.13,0.18,0.18,0.1,0.22,0.15,0.2,0.35,0.15,0.05,0.1,8,9,6,10,9,8.0,8.0,9.0,8.0,7.0,8.0,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,0.08,3,8.0,1
0,28,32,0,10,10,0.2,0.1,0.3,0.2,0.1,0.1,0.15,0.2,0.35,0.15,0.05,0.1,8,9,6,10,9,5.0,5.0,6.0,4.0,2.0,2.0,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,0.12,3,2.0,0
0,28,27,1,10,10,0.06669333066693331,0.19048095190480954,0.42855714428557146,0.09519048095190481,0.14288571142885712,0.07619238076192382,0.15,0.2,0.35,0.15,0.05,0.1,8,9,6,10,9,7.0,8.0,8.0,5.0,5.0,5.0,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,0.27,3,6.0,1
0,28,25,1,10,10,0.25,0.2,0.15,0.25,0.1,0.05,0.15,0.2,0.35,0.15,0.05,0.1,8,9,6,10,9,9.0,8.0,8.0,9.0,8.0,8.0,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,0.24,3,8.0,1
0,28,30,1,10,10,0.5,0.0,0.2,0.2,0.0,0.1,0.15,0.2,0.35,0.15,0.05,0.1,8,9,6,10,9,8.0,10.0,8.0,9.0,8.0,8.0,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,0.14,3,8.0,1
0,28,29,0,10,10,0.4,0.3,0.1,0.08,0.02,0.1,0.15,0.2,0.35,0.15,0.05,0.1,8,9,6,10,9,5.0,5.0,5.0,6.0,6.0,8.0,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,-0.13,3,6.0,0
0,28,26,1,10,10,0.2,0.25,0.2,0.1,0.05,0.2,0.15,0.2,0.35,0.15,0.05,0.1,8,9,6,10,9,7.0,9.0,9.0,6.0,5.0,5.0,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,-0.17,3,6.0,1
0,30,29,0,1,1,0.3,0.15,0.15,0.2,0.1,0.1,0.2,0.2,0.35,0.05,0.1,0.1,9,10,7,9,7,5.0,7.0,7.0,4.0,7.0,1.0,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,0.55,6,3.0,0
0,24,23,0,1,1,0.25,0.05,0.3,0.15,0.05,0.2,0.1,0.4,0.1,0.2,0.1,0.1,6,9,9,8,9,8.0,9.0,9.0,8.0,9.0,10.0,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,0.4,5,8.0,1
0,24,27,0,1,1,0.19,0.13,0.18,0.18,0.1,0.22,0.1,0.4,0.1,0.2,0.1,0.1,6,9,9,8,9,8.0,9.0,9.0,8.0,8.0,7.0,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,0.25,5,8.0,1
0,24,32,0,1,1,0.2,0.1,0.3,0.2,0.1,0.1,0.1,0.4,0.1,0.2,0.1,0.1,6,9,9,8,9,8.0,9.0,8.0,8.0,8.0,7.0,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,0.26,5,8.0,0
0,34,29,1,3,8,0.3,0.15,0.15,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,9,9,8,9,8,6.0,6.0,7.0,7.0,9.0,6.0,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,0.63,2,7.0,1
0,21,23,1,8,7,0.25,0.05,0.3,0.15,0.05,0.2,0.5,0.05,0.2,0.1,0.05,0.1,8,8,8,8,10,10.0,10.0,10.0,10.0,10.0,10.0,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6,-0.13,8,10.0,1
0,21,32,0,8,7,0.2,0.1,0.3,0.2,0.1,0.1,0.5,0.05,0.2,0.1,0.05,0.1,8,8,8,8,10,5.0,7.0,10.0,7.0,7.0,6.0,10,10,9,7,5,6,6,6,8,5,7,7,7,9,9,6,6,0.16,8,4.0,0
0,33,27,0,2,1,0.17,0.19,0.18,0.17,0.11,0.18,0.2,0.25,0.25,0.1,0.15,0.05,8,10,9,8,6,4.0,6.0,7.0,5.0,8.0,6.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.43,6,6.0,0
0,33,32,1,2,1,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.25,0.25,0.1,0.15,0.05,8,10,9,8,6,7.0,8.0,8.0,8.0,8.0,7.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.59,6,7.0,0
0,33,25,1,2,1,0.24,0.15,0.2,0.2,0.08,0.13,0.2,0.25,0.25,0.1,0.15,0.05,8,10,9,8,6,7.0,5.0,7.0,3.0,6.0,2.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.17,6,4.0,0
0,33,29,0,2,1,0.5,0.2,0.1,0.1,0.05,0.05,0.2,0.25,0.25,0.1,0.15,0.05,8,10,9,8,6,8.0,7.0,8.0,8.0,8.0,6.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.43,6,7.0,0
0,33,23,1,2,1,0.25,0.05,0.3,0.15,0.05,0.2,0.2,0.25,0.25,0.1,0.15,0.05,8,10,9,8,6,6.0,10.0,9.0,8.0,8.0,7.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.55,6,7.0,0
0,33,27,1,2,1,0.19,0.13,0.18,0.18,0.1,0.22,0.2,0.25,0.25,0.1,0.15,0.05,8,10,9,8,6,7.0,8.0,8.0,8.0,8.0,7.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.19,6,8.0,1
0,33,32,0,2,1,0.2,0.1,0.3,0.2,0.1,0.1,0.2,0.25,0.25,0.1,0.15,0.05,8,10,9,8,6,6.0,7.0,9.0,6.0,9.0,6.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.51,6,7.0,0
0,33,27,1,2,1,0.06669333066693331,0.19048095190480954,0.42855714428557146,0.09519048095190481,0.14288571142885712,0.07619238076192382,0.2,0.25,0.25,0.1,0.15,0.05,8,10,9,8,6,5.0,6.0,8.0,5.0,8.0,5.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.58,6,5.0,0
0,33,25,1,2,1,0.25,0.2,0.15,0.25,0.1,0.05,0.2,0.25,0.25,0.1,0.15,0.05,8,10,9,8,6,6.0,7.0,8.0,7.0,8.0,5.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.48,6,7.0,0
0,33,30,1,2,1,0.5,0.0,0.2,0.2,0.0,0.1,0.2,0.25,0.25,0.1,0.15,0.05,8,10,9,8,6,7.0,7.0,7.0,9.0,8.0,7.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.56,6,7.0,0
0,33,29,0,2,1,0.4,0.3,0.1,0.08,0.02,0.1,0.2,0.25,0.25,0.1,0.15,0.05,8,10,9,8,6,5.0,7.0,7.0,6.0,7.0,5.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.21,6,6.0,0
0,34,36,1,3,8,0.2,0.16,0.16,0.16,0.16,0.16,0.2,0.2,0.2,0.2,0.1,0.1,9,9,8,9,8,5.0,6.0,10.0,4.0,10.0,5.0,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,0.63,2,5.0,0
0,33,26,1,2,1,0.2,0.25,0.2,0.1,0.05,0.2,0.2,0.25,0.25,0.1,0.15,0.05,8,10,9,8,6,3.0,6.0,5.0,5.0,5.0,4.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.04,6,4.0,0
0,33,29,1,2,1,0.3,0.15,0.15,0.2,0.1,0.1,0.2,0.25,0.25,0.1,0.15,0.05,8,10,9,8,6,4.0,6.0,8.0,6.0,8.0,5.0,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,0.51,6,6.0,0
0,28,27,0,1,10,0.17,0.19,0.18,0.17,0.11,0.18,0.05,0.2,0.25,0.25,0.15,0.1,6,10,10,8,8,2.0,8.0,9.0,1.0,8.0,0.0,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,0.11,6,5.0,0
0,28,32,1,1,10,0.2,0.2,0.2,0.2,0.1,0.1,0.05,0.2,0.25,0.25,0.15,0.1,6,10,10,8,8,6.0,7.0,8.0,8.0,7.0,4.0,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,0.36,6,5.0,0
0,28,25,1,1,10,0.24,0.15,0.2,0.2,0.08,0.13,0.05,0.2,0.25,0.25,0.15,0.1,6,10,10,8,8,8.0,7.0,9.0,2.0,6.0,0.0,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,0.07,6,3.0,0
0,28,29,0,1,10,0.5,0.2,0.1,0.1,0.05,0.05,0.05,0.2,0.25,0.25,0.15,0.1,6,10,10,8,8,7.0,7.0,7.0,5.0,7.0,5.0,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,0.31,6,5.0,0
0,28,23,1,1,10,0.25,0.05,0.3,0.15,0.05,0.2,0.05,0.2,0.25,0.25,0.15,0.1,6,10,10,8,8,7.0,6.0,8.0,3.0,5.0,5.0,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,0.13,6,5.0,0
0,28,27,1,1,10,0.19,0.13,0.18,0.18,0.1,0.22,0.05,0.2,0.25,0.25,0.15,0.1,6,10,10,8,8,6.0,9.0,8.0,7.0,5.0,5.0,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,0.25,6,6.0,0
0,28,32,0,1,10,0.2,0.1,0.3,0.2,0.1,0.1,0.05,0.2,0.25,0.25,0.15,0.1,6,10,10,8,8,6.0,9.0,10.0,3.0,9.0,4.0,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,0.63,6,6.0,0
0,28,27,1,1,10,0.06669333066693331,0.19048095190480954,0.42855714428557146,0.09519048095190481,0.14288571142885712,0.07619238076192382,0.05,0.2,0.25,0.25,0.15,0.1,6,10,10,8,8,6.0,8.0,10.0,3.0,8.0,2.0,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,0.51,6,6.0,0
0,28,25,1,1,10,0.25,0.2,0.15,0.25,0.1,0.05,0.05,0.2,0.25,0.25,0.15,0.1,6,10,10,8,8,9.0,8.0,9.0,9.0,9.0,5.0,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,0.41,6,6.0,0
